,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
10,mPG6_wxVogtbBK3HaKc7RA,Botania,Sud-Ouest,4022 Notre-Dame Rue W,Montreal,QC,H4C 1R1,45.4777086,-73.5842723,5.0,4,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=True, BusinessParking=Row(garage=False, lot=False, street=False, valet=False, validated=False), ByAppointmentOnly=False, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=2, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=None, WiFi=None)","['Cosmetics & Beauty Supply', 'Bridal', 'Beauty & Spas', 'Skin Care', 'Shopping']","Row(Friday=None, Monday=None, Saturday=None, Sunday=None, Thursday=None, Tuesday=None, Wednesday=None)"
11,05v_QOp0jTxmP03diMR76g,Fresh Paint Gallery,Ville-Marie,221 Sainte Catherine E,Montreal,QC,H2X 1K9,45.51212,-73.5620448,4.5,4,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=True, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=False, BusinessParking=Row(garage=False, lot=False, street=False, valet=False, validated=False), ByAppointmentOnly=False, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=True, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=2, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=None, WiFi=None)","['Arts & Entertainment', 'Shopping', 'Art Galleries']","Row(Friday='12:00-22:00', Monday=None, Saturday='12:00-22:00', Sunday='12:00-22:00', Thursday='12:00-22:00', Tuesday=None, Wednesday='12:00-22:00')"
12,kBe-uPMtDgY4ozLvY-qA4w,Lorbeer Brasserie,Outremont,381 Avenue Laurier Ouest,Montreal,QC,H2V 2K3,45.519099,-73.5963442,3.5,12,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=True, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=True, BusinessParking=Row(garage=False, lot=False, street=True, valet=False, validated=False), ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=2, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=None, WiFi=None)","['Beer', 'Wine & Spirits', 'Nightlife', 'Restaurants', 'Pubs', 'Brasseries', 'Bars', 'Food']","Row(Friday='11:30-3:00', Monday='11:30-3:00', Saturday='16:00-3:00', Sunday='16:00-3:00', Thursday='11:30-3:00', Tuesday='11:30-3:00', Wednesday='11:30-3:00')"
13,2dPnfMUWdB1lORRD-I1cmA,La Source du Sexe,,2335 Boulevard Hymus,Montreal,QC,H9P 1J8,45.4778281,-73.7881025,4.5,4,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol='full_bar', Ambience=Row(casual=False, classy=False, divey=None, hipster=False, intimate=False, romantic=False, touristy=False, trendy=False, upscale=False), BYOB=None, BYOBCorkage=None, BestNights=Row(friday=True, monday=False, saturday=False, sunday=False, thursday=True, tuesday=False, wednesday=False), BikeParking=False, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=True, BusinessParking=Row(garage=False, lot=True, street=True, valet=False, validated=False), ByAppointmentOnly=None, Caters=None, CoatCheck=False, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=False, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=True, HasTV=True, Music=Row(background_music=False, dj=False, jukebox=False, karaoke=False, live=False, no_music=False, video=False), NoiseLevel='loud', Open24Hours=None, OutdoorSeating=False, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=True, RestaurantsPriceRange2=1, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking='outdoor', WheelchairAccessible=True, WiFi=None)","['Strip Clubs', 'Nightlife', 'Adult Entertainment']","Row(Friday='11:00-3:00', Monday='11:00-3:00', Saturday='17:00-3:00', Sunday=None, Thursday='11:00-3:00', Tuesday='11:00-3:00', Wednesday='11:00-3:00')"
14,5K52Ebki9ezeTmFe_HPPSA,Aqua Sushi,Plateau-Mont-Royal,364 Sherbrooke Rue W,Montreal,QC,H3A 1B2,45.5080819,-73.5714409,2.5,5,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=Row(casual=False, classy=False, divey=None, hipster=False, intimate=False, romantic=False, touristy=False, trendy=False, upscale=False), BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=None, BusinessParking=None, ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=Row(breakfast=False, brunch=False, dessert=False, dinner=False, latenight=False, lunch=False), HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel='quiet', Open24Hours=None, OutdoorSeating=True, RestaurantsAttire='casual', RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=True, RestaurantsPriceRange2=2, RestaurantsReservations=None, RestaurantsTableService=True, RestaurantsTakeOut=True, Smoking=None, WheelchairAccessible=None, WiFi=None)","['Restaurants', 'Japanese']","Row(Friday=None, Monday=None, Saturday=None, Sunday=None, Thursday=None, Tuesday=None, Wednesday=None)"
15,GUEWBcErEzW-YYREq4ct6w,Nippon Sushi,Ville-Marie,1104 De Maisonneuve Boulevard W,Montreal,QC,H3A 1M7,45.5007517,-73.5748517,4.0,23,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=Row(casual=False, classy=False, divey=None, hipster=False, intimate=False, romantic=False, touristy=False, trendy=False, upscale=False), BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=True, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=True, BusinessParking=Row(garage=False, lot=False, street=False, valet=False, validated=False), ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=True, GoodForMeal=Row(breakfast=False, brunch=False, dessert=False, dinner=False, latenight=False, lunch=False), HairSpecializesIn=None, HappyHour=None, HasTV=False, Music=None, NoiseLevel='quiet', Open24Hours=None, OutdoorSeating=False, RestaurantsAttire='casual', RestaurantsCounterService=None, RestaurantsDelivery=False, RestaurantsGoodForGroups=False, RestaurantsPriceRange2=2, RestaurantsReservations=False, RestaurantsTableService=None, RestaurantsTakeOut=True, Smoking=None, WheelchairAccessible=None, WiFi='free')","['Sushi Bars', 'Restaurants']","Row(Friday='11:00-20:00', Monday='11:00-20:00', Saturday='11:00-19:00', Sunday=None, Thursday='11:00-20:00', Tuesday='11:00-20:00', Wednesday='11:00-20:00')"
16,UlsS5bqEXvtFBLhaQdX9Ww,Second Cup,Ville-Marie,1235 Rue Du Square-Phillips,Montreal,QC,H3B 3E9,45.5040253,-73.5684808,4.0,11,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=True, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=True, BusinessParking=Row(garage=False, lot=False, street=False, valet=False, validated=False), ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=True, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=1, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=True, Smoking=None, WheelchairAccessible=None, WiFi='free')","['Food', 'Coffee & Tea']","Row(Friday=None, Monday=None, Saturday=None, Sunday=None, Thursday=None, Tuesday=None, Wednesday=None)"
17,HLym8LvjIfaYzRqv3eqMwQ,Centre Eaton de Montréal,Ville-Marie,705 Rue Sainte-Catherine O,Montreal,QC,H3B 4G5,45.5027544,-73.5714715,3.5,65,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=True, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=None, BusinessParking=Row(garage=False, lot=False, street=True, valet=False, validated=False), ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=2, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=None, WiFi=None)","['Shopping', 'Shopping Centers']","Row(Friday='10:00-21:00', Monday='10:00-21:00', Saturday='10:00-19:00', Sunday='11:00-17:00', Thursday='10:00-21:00', Tuesday='10:00-21:00', Wednesday='10:00-21:00')"
18,6XLvkFrnu0FJIw6i-7wPXw,Oriental Cactus,Ville-Marie,1425 Rue MacKay,Montreal,QC,H3G 2H6,45.4962532,-73.5774607,3.0,4,0,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=None, BusinessParking=None, ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=None, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=None, WiFi=None)","['Asian Fusion', 'Food', 'Restaurants', 'Chinese', 'Coffee & Tea']","Row(Friday=None, Monday=None, Saturday=None, Sunday=None, Thursday=None, Tuesday=None, Wednesday=None)"
19,KWuaC5_GqtFWnm-Ul0ankA,"Lenny Slepchik, DDS",Ville-Marie,"800 Boul Rene-Levesque W, Suite 310",Montreal,QC,H3B 1X9,45.4994065408,-73.5805889419,3.0,4,1,"Row(AcceptsInsurance=True, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=None, BusinessParking=None, ByAppointmentOnly=True, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=None, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=None, WiFi=None)","['General Dentistry', 'Cosmetic Dentists', 'Dentists', 'Health & Medical']","Row(Friday='8:30-15:00', Monday='9:00-19:30', Saturday=None, Sunday=None, Thursday='8:30-17:00', Tuesday='8:30-17:00', Wednesday='8:30-17:00')"
